X,Y
9.0330309864098,31.14920233690749
5.854080177240856,21.255582066575144
8.266961396476564,33.331792669991884
9.06482169931144,33.00442851985623
3.8620312747467747,14.064325915570231
1.9904673207490908,12.807125856356825
3.051416462877475,18.398561782657694
4.843970097636307,21.596840814011212
8.362132893302437,27.047658747999286
8.74657524930709,30.27125760218877
1.0625691747807164,10.721529822715395
5.596725723198092,20.374838238356716
4.7566990283390105,20.15773594130949
2.9989702942365724,15.54617898956839
2.0787883060031453,9.38250397485327
4.038536542632651,16.996558915774354
9.486187335212673,26.97602732549987
3.908826388186797,14.677703881891812
5.669115595690295,21.502210484284568
7.3271706300566,24.4859455262401
4.272666421413646,21.08282187210421
9.746038744488645,31.377833477544673
9.662025654479,33.10598799004303
3.2660406624282774,15.059603141857014
5.475236553031469,24.30825623722664
3.707904788350927,13.251990062693903
3.5635644493972087,18.017020852501545
1.3319825261907952,9.01641370061156
6.486079005819072,22.495219715361312
5.524111209059753,22.4965405757058
1.463308761249904,9.788045674896653
3.507818178129503,14.32302078007092
9.174392973699883,32.66278309107969
3.1560570160027517,13.697543854284735
2.304053848821008,12.13919623696552
5.405074842498067,22.539485876536293
9.870854086995406,37.78459589327692
3.178497443603504,12.059861333156814
7.049219926652907,30.413726529271255
7.854576537958458,24.65955401483037
3.1387378959315972,14.112643497723624
7.553947137506736,28.83847582548936
4.3100481944732785,18.4921283188899
6.690752475342215,23.826858386385457
6.7017673968480524,24.689057689829607
5.821972156672826,21.479914600700813
1.8126079304896747,9.259094277580601
8.51772246030314,32.25237157495147
3.8870205847456223,17.37509272616696
2.678666593598688,11.650180590274756
1.3669762739928752,10.900128572845126
6.318036488694176,24.568708507835748
7.098079256580542,27.91996200741955
1.1492904603507053,9.70712906489934
5.608837524693529,20.168522552236443
3.0384619767814414,12.995023849950385
6.806555113685048,26.91425255130167
2.569297861044923,13.9286341140017
7.218439642922194,26.613515740838288
4.480618116704837,18.676509116732074
9.43056989863061,35.847039487468685
2.2376884973139393,10.529922714270157
4.069597159452327,18.302986240697056
2.021261691165302,10.659399768628118
9.322242564507064,32.531365287066755
8.896054180428829,33.885716245260866
3.3214746494364005,16.61525664628526
6.939856414307611,27.44658851492411
8.354999801810942,32.67595701974149
5.996807304395161,23.032429596451
5.766855205204059,23.664471558202102
3.1766706181040654,13.909478341125284
1.837924910253093,11.162107435736162
9.074941821579941,31.964539356004455
9.103762514469974,32.505279473395355
6.697913115459412,26.284053397252062
4.051268119438307,15.517362991847977
4.142886171513948,21.613433065912766
7.533601109832154,25.58876856649706
9.073992339573193,29.793599793144114
8.983777818386056,34.267555202158306
8.018879912718614,30.639965126081712
6.77828481538859,26.58309408027008
1.7572596849554394,11.528470073394878
2.454658426851524,12.339481734860744
9.086987696743714,30.466454347259482
6.457861536936309,24.525193727196378
1.0827734645496667,6.893996970624776
1.913243885794289,12.689971124218369
6.971515921972502,25.620433002913227
1.0455542546159682,6.485668370262882
2.4472724627574878,11.699045704966476
5.938604104299275,23.641675221449074
7.227056779234239,25.553721232094766
6.867651335523405,23.958513215437353
3.018423785145038,14.542645778418938
7.409612992127823,27.718772118600914
3.135241787471201,13.391839011671342
3.9285972834334095,15.843715239063583
7.718422646062217,28.619367812901928
6.846696091424932,22.64391959128015
8.6430106944476,28.11410453458969
6.91851603070309,24.3186596496044
6.114777430019244,22.917437986634038
1.8430729104528323,11.151033862554506
4.309442227534902,20.879039116503808
3.386821309135529,16.875783173810625
3.195906790411752,14.267843311308402
9.75709499277201,34.23325256251066
4.537879522000844,16.608579836726914
9.02841899659402,32.04823071779728
6.680247633975366,24.463425624085822
8.153301731874835,30.105342316300685
5.523733837946729,19.91673962673554
6.192134961637232,24.61509791339404
5.432659244369775,24.363455559114485
2.7571868901824006,13.054040373633487
7.502069037353548,28.309630556258526
3.526951261967702,16.96114176932533
1.2188436978830846,7.854090149877581
6.80925066316451,25.875936953114362
2.5939961146634403,12.80717314555391
9.464127259176228,33.587733974626346
9.585357193023286,32.210052011358925
9.233779511984036,32.75035888446999
4.331428302298999,18.990281489387897
1.1391095487598069,11.319615861869504
9.354867063289529,34.983142842038994
4.8536573348558285,23.8673369195906
9.699893371393026,32.56498498840298
9.672579793803276,35.762380654851185
8.677085099206241,31.397939309095428
3.6500400286262713,20.329725952314156
4.465879557417328,16.78104210154168
8.660230043651712,29.301246446593584
3.852298046406499,15.358108848331451
2.5254347201748324,8.328512711904883
6.0112113621251515,21.982124043013933
9.425392967447028,31.75791357923369
7.264268170074757,27.093592083176688
6.1305505308042845,24.07516354396717
1.8745884439369167,14.376107010242523
6.535065040292528,26.506042797249684
9.91048465093837,33.577646641490304
2.260756137128716,9.985439068689432
5.664966871273631,22.978738956833904
8.8963576473516,29.048606528013515
7.66691755978784,31.663670211072226
7.273141668957412,29.17830524831481
7.322356755883983,26.02871896344254
4.2354203609777965,14.279992024751632
3.64232659838044,18.634724543472146
8.284250399306622,29.623671507414628
8.291020552112627,32.3486942802848
8.803650867220934,28.222097284074067
9.219164973008242,31.458744873117183
5.60208158974844,21.81673216868169
5.513646652184796,21.634901144083873
8.184656610700976,28.653838889144442
6.849675376999887,26.79472599569466
7.31770189531933,24.8178648271928
8.16213402492491,29.201643104732142
9.010048076358096,32.27073549249808
4.041956411663822,18.154746903108965
4.380246573759496,19.56396947745627
1.845837458567821,8.288228192027724
6.204521268965566,20.545335465425456
1.3234804641706788,11.525795036309054
5.190382163192141,21.235774513535606
5.883801712368189,21.15443206399146
3.5788712691545594,18.838917758508725
6.317499345121097,24.18384730394901
1.2745022494514449,11.182101116481988
1.3361336987429298,9.143438059049007
8.403405045936925,34.33171098757475
4.241715772701366,21.235829002990506
2.143544613866963,10.932705544642742
5.700189340493239,24.043709923388427
7.9299419778874976,30.080577832832788
2.9423892474715885,16.56443085747946
6.606014282371002,22.888195925952797
1.768127184943912,11.676484474828614
1.4651354905174694,11.512255445251585
5.782191684113332,18.82909607949377
5.865716094490959,20.230631258141326
6.736869113483859,21.132142984931377
7.534822003503954,27.065652341622744
9.782668715162812,35.78309065708036
5.646703134710758,24.94482350832433
3.9066082564712135,16.868014330253192
8.156675752918332,32.72725834989758
3.437490261358668,12.55226786764622
4.950742786350725,16.445463480341868
1.7061074320803935,10.007226898447943
1.2281566907391177,9.452600970095968
9.663835732101326,33.92611770011579
8.523821084609853,26.436579053749806
7.263767854843282,26.61306348550427
4.680576499728429,16.43279049817558
2.559648880637612,14.018291739572913
